,add_title,add_price,add_area,add_time,add_room,add_loc,add_prom
7532,"FOR SALE! APARTMENT IN PH PINE HILLS, with beautiful view.",225000.00,163 m2,2 months ago,3,Albrook,NaN
7533,Rivage Av. Balboa Piso alto 215M2 Balcón vista al mar,350000.00,215 m2,2 months ago,2,Avenida Balboa,NaN
7534,VENDO Apartamento en PH Residencial Llano Bonito,275000.00,57 m2,2 months ago,2,Llano Bonito,NaN
7535,TOP TOWERS PISO ALTO 2 REC AMOBLADO 113M2 COSTA DEL ESTE,215000.00,113 m2,2 months ago,2,Costa del Este,NaN
7536,"PH Costa Pacifica 3 rec, torre 300 182m2 punta pacifica",185000.00,182 m2,2 months ago,3,Punta Pacífica,NaN
7537,"Empire Residences, 322M2 Santa Maria golf & country club",228000.00,322 m2,2 months ago,3,Santa María,NaN
7538,VENTA JADE TOWER – 138METROS SAN FRANCISCO 3 REC,136000.00,138 m2,2 months ago,3,San Francisco,NaN
7539,"RIVER PARK 117M2 3 REC, AMOBLADO, 2 ESTACIONAMIENTOS OBARRIO",135000.00,117 m2,2 months ago,3,Obarrio,NaN
7540,Oceanfront Apartment in The Grand Tower! Model A,"330000.00
(Reduced 6%)",306 m2,2 months ago,3,Punta Pacífica,NaN
7541,Se Vende apartamento en P.H. Bayfront Avenida Balboa Ciudad de Panamá,"400.00
(Reduced 11%)",90 m2,2 months ago,1,Avenida Balboa,NaN
7542,"MIRABEL 135M2 PAITILLA 3 REC, 2 ESTACIONAMIENTOS",380000.00,135 m2,2 months ago,3,Punta Paitilla,NaN
7543,"Venta o Alquiler Apartamento en PH Paramount, Costa del Este",1000.00,313 m2,2 months ago,3,Costa del Este,NaN
7544,BRISAMARINA Paitilla 3 RECAMARAS 200METROS,310000.00,200 m2,2 months ago,3,Punta Paitilla,NaN
7545,BEAUTIFUL APARTMENT IN COCO DEL MAR,128000.00,180 m2,2 months ago,2,Coco del Mar,NaN
7546,Apartment for sale in VISTA DEL MAR Building Avenida Balboa,298000.00,90 m2,2 months ago,1,Bella Vista,NaN
7547,Punta Paitilla – Vía Italia y Winston Churchill,490000.00,237 m2,2 months ago,4,Punta Paitilla,NaN
7548,"Venta Ph La Joya 2 rec, linea blanca 160m2 Paitilla",430000.00,160 m2,2 months ago,2,Punta Paitilla,NaN
7549,"PH Primavera Obarrio 130 mts 3 recamaras, 2 estacionamientos","225000.00
(Reduced 6%)",130 m2,2 months ago,3,Obarrio,NaN
7550,"¡REMATE BANCARIO! Apartamento PH Kings Park, Condado del Rey",274000.00,84.76 m2,2 months ago,2,Ancón,NaN
7551,"$135,000 apartamento 2 recamaras en Tumba Muerto","470000.00
(Reduced 2%)",73.4 m2,2 months ago,2,Tumba Muerto,NaN
7552,VENTA DE APARTAMENTO DE 3 RECAMARAS EN OBARRIO,350000.00,209 m2,2 months ago,3,Obarrio,NaN
7553,Apartment for rent. Aros de Plaza Tocumen,750000.00,700 m2,2 months ago,2,Vía Tocumen,NaN
7554,Apartment for Rent at PH Costanera - Bella Vista,880000.00,123 m2,2 months ago,3,Costa del Este,NaN
7555,Se alquila apto semi amoblado en costa del este,"265000.00
(Reduced 7%)",76 m2,2 months ago,2,Costa del Este,NaN
7556,Beautiful apartment for sale,360000.00,90 m2,2 months ago,1,Avenida Balboa,NaN
7557,"Se vende apartamento en Carrasquilla, Ph Brisas de España",210000.00,65 m2,2 months ago,2,Carrasquilla,NaN
7558,Vendo Parkside Costa del Este Panamá,150000.00,102 m2,2 months ago,1,Costa del Este,NaN
7559,"Apartment for sale of 153 m2 in JW Marriot, Punta Pacifica",270000.00,153 m2,2 months ago,2,Punta Pacífica,NaN
7560,"Venta de Apartamento de 177 m2 en PH Deluxe Residences, Paitilla 22-158",220000.00,177 m2,2 months ago,3,Punta Paitilla,NaN
7561,"Sale of 150 m2 Apartment in PH Country Park 2000, San Francisco",180000.00,150 m2,2 months ago,3,San Francisco,NaN
7562,Venta de Precioso Apartamento en Casco Viejo,170000.00,74 m2,2 months ago,1,"Casco Viejo, San Felipe",NaN
7563,Venta de Apartamento en Costa del Este,"154000.00
(Reduced 6%)",228 m2,2 months ago,3,Costa del Este,NaN
7564,Venta de Apartamento en Avenida Balboa,400000.00,124 m2,2 months ago,1,Avenida Balboa,NaN
7565,Venta de Apartamento en Vía Principal de Costa del Este,595000.00,290 m2,2 months ago,3,Costa del Este,NaN
7566,Venta de Apartameno en Punta Pacífica,350000.00,614 m2,2 months ago,3,Punta Pacífica,NaN
7567,Apartamento Marbella!,232000.00,220 m2,2 months ago,3,Marbella,NaN
7568,Camino Real Paitilla,179950.00,250 m2,2 months ago,3,Punta Paitilla,NaN
7569,"Costa Sur, VENTA de Apartamento * Ericka",330000.00,126 m2,2 months ago,2,Costa Sur,NaN
7570,"Apartment for sale in PH Down Town, Obarrio",250000.00,50 m2,2 months ago,1,Obarrio,NaN
7571,"For Sale Apartment in PH Galería 1, Obarrio",670000.00,169.5 m2,2 months ago,3,Obarrio,NaN
7572,"Apartment for sale in Mont Royale PH, El Cangrejo",280000.00,130 m2,2 months ago,2,El Cangrejo,NaN
7573,VENTAS DE APT NUEVO 3R3B2P EN PH ROKAS CONDADO DEL REY 180000,162000.00,107 m2,2 months ago,3,Condado del Rey,NaN
7574,EN VENTA APARTAMENTO EN P.H. FORESTA TOWER HATO PINTADO,"200000.00
(Reduced 9%)",107.44 m2,2 months ago,2,Hato Pintado,NaN
7575,"Se vende apartamento en PH Vista Verde, Carrasquilla",250000.00,70 m2,2 months ago,2,Carrasquilla,NaN
7576,"Unit for sale in Destiny Tower, Balboa Ave.",250000.00,148 m2,2 months ago,2,Avenida Balboa,NaN
7577,Top Nocth Finishes Condo Near Balboa Avenue,750000.00,203 m2,2 months ago,3,Avenida Balboa,NaN
7578,FOR SALE APARTMENT IN COCO DEL MAR,109500.00,180 m2,2 months ago,3,Province of Panama,NaN
7579,FOR SALE OR RENT APARTMENT IN PUNTA PAITILLA,245000.00,190 m2,2 months ago,2,Punta Paitilla,NaN
7580,"TUMBA MUERTO, SKY POINT TOWER A ESTRENAR DESDE U$ 197,950.=",1080000.00,82.5 m2,2 months ago,2,Tumba Muerto,NaN
7581,En Venta Apartamento en Obarrio /calle 50) PH The One Tower,520000.00,154 m2,2 months ago,3,Obarrio,NaN
7582,En Venta Hermoso y Comodo Apartamento en Condado del rey PH Country Club,1100000.00,114 m2,2 months ago,3,Condado del Rey,NaN
7583,Apartment For Sale In PH Aqualina In Punta Pacifica,420000.00,294 m2,2 months ago,3,Punta Pacífica,NaN
7584,Impecable Apartamento en San Francisco - PH Emporium,490000.00,156 m2,2 months ago,2,San Francisco,NaN
7585,SE VENDE Apto en San Francisco - 141 mts.,300000.00,141 m2,2 months ago,3,San Francisco,NaN
7586,SE VENDE APARTAMENTO EN VILLA DE LAS FUENTES,385000.00,159 m2,2 months ago,3,Villa de las Fuentes,NaN
7587,VENDO APARTAMENTO EN ANCON AREAS REVERTIDAS REMODELADO,215000.00,160 m2,2 months ago,2,Ancón,NaN
7588,VENTA PENTHOUSE,235000.00,145 m2,2 months ago,3,Panamá Viejo,NaN
7589,VENDO HERMOSO APARTAMENTO FRENTE AL MAR EN COSTA DEL ESTE,405000.00,337 m2,2 months ago,3,Costa del Este,NaN
7590,"Se vende apartamento en Avenida Balboa, Ph Bay View",98000.00,50 m2,2 months ago,2,Avenida Balboa,NaN
7591,"Se vende apartamento en Bella Vista, Ph Waldorf Astoria","129000.00
(Reduced 3%)",78 m2,2 months ago,1,Avenida Balboa,NaN
7592,"Sale of 384 m2 Apartment in Ph Vitri Tower, Costa del Este",1100000.00,384 m2,2 months ago,4,Costa del Este,NaN
7593,Apartamento en venta en Punta Pacífica MMC,239000.00,171 m2,2 months ago,2,Punta Pacífica,NaN
7594,"Sale of 464 m2 Apartment in PH Vitri Tower, Costa del Este",820000.00,464 m2,2 months ago,4,Costa del Este,NaN
7595,Apartment For Sale In PH Oasis On The Bay In Punta Pacifica,775000.00,240 m2,2 months ago,3,Punta Pacífica,NaN
7596,Apartamento en venta en Costa del Este MMC,2000000.00,210 m2,2 months ago,3,Costa del Este,NaN
7597,Apartamento en venta en avenida balboa MMC,330000.00,147 m2,2 months ago,2,Avenida Balboa,NaN
7598,EL CANGREJO / PH PORTANOVA LOFT / 213m2 / LINEA BLANCA,245500.00,213 m2,2 months ago,3,El Cangrejo,NaN
7599,"Se vende apartamento en Bella Vista, Ph Seawaves",780000.00,100 m2,2 months ago,2,Bella Vista,NaN
7600,Apartamento en venta en Obarrio MMC,380000.00,117 m2,2 months ago,3,Obarrio,NaN
7601,TRUMP JW MARRIOT - PUNTA PACIFICA,215000.00,112 m2,2 months ago,1,Punta Pacífica,NaN
7602,SE VENDE APARTAMENTO EN HATO PINTADO,185000.00,74 m2,2 months ago,3,Carrasquilla,NaN
7603,"Ph Plaza Valencia, Via España, Vista Hermosa, San Francisco",280000.00,87 m2,2 months ago,3,Vía España,NaN
7604,Junior Penthouse For Sale In Avenida Balboa,205000.00,515 m2,2 months ago,4,Avenida Balboa,NaN
7605,VELURE - REVENTA - DOBLE ALTURA - 2 parking - PISO ALTO,"180000.00
(Reduced 25%)",88 m2,2 months ago,2,El Cangrejo,NaN
7606,"Sale of 419 m2 Apartment in PH Ten Tower, Costa del Este",260000.00,419 m2,2 months ago,3,Costa del Este,NaN
7607,"Apartment for sale of 606 m2 in PH Belvedere Park, Coco del Mar",249000.00,606 m2,2 months ago,4,Coco del Mar,NaN
7608,"Sale of 717 m2 Apartment in PH Marea II, Costa del Este",185000.00,717 m2,2 months ago,4,Costa del Este,NaN
7609,VENTA APARTAMENTO AV BALBOA PH RIVAGE,"129000.00
(Reduced 7%)",154 m2,2 months ago,2,Avenida Balboa,NaN
7610,Apartamento - El Cangrejo - Ph Altamira - Via Argentina - Venta,"134000.00
(Reduced 4%)",179 m2,2 months ago,5,Vía Argentina,NaN
7611,"Sale of 323 m2 Apartment in PH Paramount, Costa del Este",245000.00,323 m2,2 months ago,3,Costa del Este,NaN
7612,Venta de apartamento en av Balboa,270000.00,119 m2,2 months ago,2,Avenida Balboa,NaN
7613,REMATE!!! Venta Apartamento Punta Paitilla,369000.00,250 m2,2 months ago,4,Punta Paitilla,NaN
7614,"Apartment for sale of 105 m2 in Palma de Mallorca, San Francisco",565000.00,105 m2,2 months ago,2,San Francisco,NaN
7615,"Sale of 156 m2 Apartment in PH Astoria, El Cangrejo",100000.00,156 m2,2 months ago,3,El Cangrejo,NaN
7616,"Sale of 123 m2 Apartment in PH Serenity at t he Bay, San Francisco",112000.00,123 m2,2 months ago,2,San Francisco,NaN
7617,Hermoso apartamento con vista al océano,155000.00,90 m2,2 months ago,1,Avenida Balboa,NaN
7618,"Sale of Furnished Apartment of 147 m2 in PH Cabomarzo, San Francisco",217000.00,147 m2,2 months ago,3,San Francisco,NaN
7619,"Sale of 152 m2 Apartment in PH Terrawind, San Francisco","265000.00
(Reduced 11%)",152 m2,2 months ago,3,San Francisco,NaN
7620,PH SIGNATURE POINT $ 175.000,"175000.00
(Reduced 3%)",82 m2,2 months ago,2,La Cresta,NaN
7621,VENDO APARTAMENTO. ALTAMIRA GARDENS. AV. CENTENARIO. PANAMA NORTE.,350000.00,80 m2,2 months ago,2,Ancón,NaN
7622,100 m2 apt excellent location Vía España,229000.00,100 m2,2 months ago,2,La Loma,NaN
7623,"Vendo Apartamento en Vista del Mar, Avenida Balboa","112500.00
(Reduced 6%)",98 m2,2 months ago,1,Avenida Balboa,NaN
7624,Venta de apartamento en Bella vista,120000.00,160 m2,2 months ago,3,Bella Vista,NaN
7625,Apartment for sale in Savoy- Punta Paitilla (ID 12899),"455000.00
(Reduced 8%)",350 m2,2 months ago,3,Punta Paitilla,NaN
7626,"FOR SALE APARTMENT PH OCEAN PARK, PUNTA PACIFICA (6)",205000.00,258 m2,2 months ago,3,Punta Pacífica,NaN
7627,Apartamento en Parque Lefevre,465000.00,61 m2,2 months ago,2,Parque Lefevre,NaN
7628,"Se Vende Apartamento, Llano Bonito",884000.00,65 m2,2 months ago,2,Llano Bonito,NaN
7629,"¡REMATE BANCARIO! Apartamento PH Royal Princess, Punta Paitilla",913400.00,133 m2,2 months ago,2,Punta Paitilla,NaN
7630,En venta Luxor 400 en El Cangrejo,110000.00,86 m2,2 months ago,2,El Cangrejo,NaN
7631,En venta Elite 500 en Dos Mares últimas unidades,240000.00,125 m2,2 months ago,3,Dos Mares,NaN
7632,Venta Elmare en Edison Park últimas unidades,"355000.00
(Reduced 3%)",87 m2,2 months ago,2,Edison Park,NaN
7633,Costanera en Avenida Balboa,240000.00,123 m2,2 months ago,3,Avenida Balboa,NaN
7634,En venta Sky Point en la Tumba Muerto,430000.00,99 m2,2 months ago,2,Tumba Muerto,NaN
7635,En venta Greenwood Towers en la Tumba Muerto,390000.00,40 m2,2 months ago,1,Tumba Muerto,NaN
7636,Se vende Panorama 360 en Green City,109000.00,50 m2,2 months ago,2,Ernesto Cordoba Campos,NaN
7637,Se vende Deluxe Residences en Paitilla,189000.00,177 m2,2 months ago,3,Punta Paitilla,NaN
7638,Se vende Vivendi Green en Edison Park,300000.00,82 m2,2 months ago,2,Betania,NaN
7639,En venta Luxor 300 en El Cangrejo,375000.00,183.7 m2,2 months ago,2,El Cangrejo,NaN
7640,En venta exclusivo Penthouse -Dos Mares Elite 400,292000.00,590 m2,2 months ago,4,Dos Mares,NaN
7641,Se vende exclusivo apartamento en Punta Paitilla - Ocean Front,360000.00,320.78 m2,2 months ago,3,Punta Paitilla,NaN
7642,VENDO EXCELENTE APARTAMENTO EN EL INGENIO,145000.00,75 m2,2 months ago,2,El Ingenio,NaN
7643,Apartament in San Francisco,461000.00,148 m2,2 months ago,4,Coco del Mar,NaN
7644,"Sophia Tower NEGOCIABLE, un diseño Familiar y espacioso.",135000.00,188 m2,2 months ago,3,Obarrio,NaN
7645,"Se vende apartamento en Bella Vista, Ph Colores de Bella Vista",125000.00,109 m2,2 months ago,2,Bella Vista,NaN
7646,PH COSTA REAL en Costa del este,305000.00,227 m2,2 months ago,3,Costa del Este,NaN
7647,Venta Ph Parque del Mar II Costa del Este,180000.00,202 m2,2 months ago,3,Costa del Este,NaN
7648,"PH Summer Remodelado, Rebajado",179000.00,78.38 m2,2 months ago,2,El Ingenio,NaN
7649,"5982 Apartment in PH Metric, Obarrio, Bella Vista, Panamá",340000.00,84 m2,2 months ago,2,Obarrio,NaN
7650,"Apartment For Sale in San Francisco, Panamá City","146000.00
(Reduced 3%)",156.25 m2,2 months ago,3,Vía Porras,NaN
7651,Se Vende Apartamento a estrenar en lujoso PH en San Francisco LT,127000.00,163 m2,2 months ago,3,Vía Porras,NaN
7652,Apartamento en Venta - Green View Ave Balboa,115000.00,111.04 m2,2 months ago,2,Avenida Balboa,NaN
7653,"6013 Apartamento en PH Vista Bella Plaza, Marbella, Panamá",129900.00,260 m2,2 months ago,3,Marbella,NaN
7654,SE VENDE APTO 3 HAB PH TORRES DE VERSALLES 1. COSTA SUR,170000.00,99 m2,2 months ago,3,Costa Sur,NaN
7655,Vendo apartamento en Bella Vista,90000.00,186 m2,2 months ago,3,Bella Vista,NaN
7656,"¡REMATE BANCARIO! PH Vista Marina Towers 100, Pueblo Nuevo",1350000.00,89.04 m2,2 months ago,3,Pueblo Nuevo,NaN
7657,Venta de Apartamento en el Crisol,"150000.00
(Reduced 3%)",84 m2,2 months ago,2,El Crisol,NaN
7658,"Se vende apartamento en San Francisco, Ph Park Loft",95000.00,158 m2,2 months ago,2,San Francisco,NaN
7659,"¡REMATE BANCARIO! PH La Condesa, Bella Vista",245.00,155 m2,2 months ago,3,Bella Vista,NaN
7660,VENTA! APARTAMENTO EN SAN FRANCISCO - METROPOLITAN ONE,255.00,97 m2,2 months ago,2,Vía Porras,NaN
7661,"Se vende apartamento en San Francisco, Ph Park Loft",900000.00,138 m2,2 months ago,2,San Francisco,NaN
7662,Charming 1-bedroom Condo For Sale In San Francisco Panama Neighborhood,120000.00,82 m2,2 months ago,1,Coco del Mar,NaN
7663,Apartamento en venta en Ricardo J Alfaro 22-8532 MMC,250000.00,76 m2,2 months ago,2,Pueblo Nuevo,NaN
7664,Apartamento en venta en Pueblo Nuevo 22-7436 MMC,399000.00,83 m2,2 months ago,3,Pueblo Nuevo,NaN
7665,Se vende - PH Los Toneles - Vía España,510000.00,83.4 m2,2 months ago,3,Vía España,NaN
7666,GANGA - APARTAMENTO EN AVENIDA BALBOA 170 K,787000.00,89 m2,2 months ago,1,Avenida Balboa,NaN
7667,Apartamento en venta en Transistmica 22-2985 MMC,385000.00,74 m2,2 months ago,2,Vía Transístmica,NaN
7668,PH ALLURE PENTHOUSE 515M2 ESPECTACULAR AVENIDA BALBOA,270000.00,515 m2,2 months ago,5,Avenida Balboa,NaN
7669,PH EXCELSIOR,420000.00,90 m2,2 months ago,2,Calle 50,NaN
7670,NEGOCIABLE VENTA en Betania - Apartamento 79m2 Camino Real,235000.00,79 m2,2 months ago,2,Betania,NaN
7671,Remato apartamento en coco del mar 245k,217065.00,187 m2,2 months ago,3,Altos de Golf,NaN
7672,Vendo cleyton park $255.00 3/R. Más estudio 141.m2,"800000.00
(Reduced 6%)",141 m2,2 months ago,3,Clayton,NaN
7673,"Sale of 384 m2 Apartment in PH Vitri Tower, Costa del Este",450000.00,384 m2,2 months ago,3,Costa del Este,NaN
7674,Remato Apartamento en Vía España/ 3 Rec/ 2 Parkings/ Ph El Marquez,169500.00,90 m2,2 months ago,3,La Loma,NaN
7675,Se Vende Apartamento en San Francisco,125000.00,112 m2,2 months ago,2,San Francisco,NaN
7676,Luxury Apartment For Sale,565000.00,210 m2,2 months ago,3,El Cangrejo,NaN
7677,"ID 3180 TITANIUM, AMOBLADO, PISO ALTO, VISTA AL MAR",399000.00,237 m2,2 months ago,3,Costa del Este,NaN
7678,"ID 2611 ESTRENE, 2 POR PISO, DEN Y ESTUDIO",990000.00,306 m2,2 months ago,3,Santa María,NaN
7679,FOR SALE APARTMENT IN COSTA DEL ESTE,229000.00,189 m2,2 months ago,3,Costa del Este,NaN
7680,"ID 3071 ALTO, FRENTE AL MAR, 3.5 BAÑOS + ESTUDIO",140000.00,176 m2,2 months ago,3,Coco del Mar,NaN
7681,Vendo apartamento en av balboa,485000.00,217 m2,2 months ago,2,Avenida Balboa,NaN
7682,Hermoso Apartamento en Venta en Costa del Este,250000.00,110 m2,2 months ago,2,Costa del Este,NaN
7683,Hermoso Apartamento en Venta en San Francisco,"115000.00
(Reduced 4%)",87 m2,2 months ago,1,San Francisco,NaN
7684,GRAND TOWER - PUNTA PACIFICA,"775.00
(Reduced 3%)",313 m2,2 months ago,3,Punta Pacífica,NaN
7685,Hermoso Apartamento en Venta en Costa del Este,270000.00,216 m2,2 months ago,3,Costa del Este,NaN
7686,Hermoso Apartamento en Venta en Edison Park,200000.00,78 m2,2 months ago,2,Edison Park,NaN
7687,Hermoso Apartamento en Venta en 12 de Octubre,321000.00,76 m2,2 months ago,2,12 de Octubre,NaN
7688,Spectacular apartment with sea view in Punta Pacifica DJN,128000.00,294 m2,2 months ago,3,Punta Pacífica,NaN
7689,Spectacular and Spacious Apartment on Avenida Balboa DJN22-5186,170000.00,193 m2,2 months ago,2,Obarrio,NaN
7690,Hermoso Apartamento en Venta en Altos de Golf,180000.00,556 m2,2 months ago,6,Altos de Golf,NaN
7691,Royal Plaza located in El Cangrejo For Sale / Totally Renovated,127700.00,225 m2,2 months ago,2,El Cangrejo,NaN
7692,Hermoso Apartamento en Venta en El Carmen,1250000.00,104 m2,2 months ago,3,El Carmen,NaN
7693,Hermoso Apartamento en Venta en Coco del Mar,280000.00,223 m2,2 months ago,4,Coco del Mar,NaN
7694,Se vende apartamento en Terrasol San Francisco,350000.00,152 m2,2 months ago,3,San Francisco,NaN
7695,Vendo céntrico apartamento sobre la Vía España,126500.00,80 m2,2 months ago,3,Vía Cincuentenario,NaN
7696,Skypoint - 2 rec,325000.00,75 m2,2 months ago,2,Miraflores,NaN
7697,Bargain in Obarrio 3 bedroom apartment DJN22-684,655400.00,277 m2,2 months ago,3,Obarrio,NaN
7698,Excellent Opportunity in El Cangrejo DJN22-9725,417234.00,134 m2,2 months ago,3,El Cangrejo,NaN
7699,Propietario vende hermoso Penthouse con amplia terraza-PH Onyx Tower-3 Estacionamientos,915000.00,203 m2,2 months ago,3,Vía Argentina,NaN
7700,VIA TRANSISMICA / PH COSMOPOLITAN TOWERS / 75m2 / LINEA BLANCA,200000.00,75 m2,2 months ago,2,Vía Transístmica,NaN
7701,COCO DEL MAR / PH MOON TOWER / 82m2 / 2 HABITACIONES,110000.00,82 m2,2 months ago,2,Coco del Mar,NaN
7702,Cómodo apartamento en venta en El Dorado,881000.00,116 m2,2 months ago,4,El Dorado,NaN
7703,Hermoso Apartamento en Venta en Parque Lefevre,84900.00,55 m2,2 months ago,2,Parque Lefevre,NaN
7704,SEA CONFIABLE VENDE O ALQUILA APARTAMENTO EN PH THE POINT,1595000.00,500 m2,2 months ago,4,Punta Pacífica,NaN
7705,ph elevation-venta apartamento-costa del este,425000.00,150 m2,2 months ago,2,Costa del Este,NaN
7706,Apartamento en venta Costa del Este 136 mts2 VL..,185000.00,136 m2,2 months ago,2,Costa del Este,NaN
7707,Hermoso Apartamento en Venta Ricardo J Alfaro,320000.00,65 m2,2 months ago,2,Province of Panama,NaN
7708,Amplio Apartamento en Venta en San Francisco,170000.00,174 m2,2 months ago,4,San Francisco,NaN
7709,P.H. Casa Bianca | Costa del Este,665000.00,226 m2,2 months ago,3,Costa del Este,NaN
7710,Hermoso Apartamento en Venta en Santa Maria,790000.00,160 m2,2 months ago,3,Santa María,NaN
7711,Venta P.H. Matisse| Apartamento,170000.00,337 m2,2 months ago,3,Costa del Este,NaN
7712,Apartment for sale in La Cresta,140000.00,84 m2,2 months ago,3,La Cresta,NaN
7713,Apartment for sale in Parque Lefevre,420000.00,66 m2,2 months ago,2,Parque Lefevre,NaN
7714,Apartamento en Venta en PH Albatross Santa Maria,235000.00,339 m2,2 months ago,3,Santa María,NaN
7715,Parque Lindo Parque Lefevre. Apartamento en Ave. Ernesto T. Lefevre,104000.00,58 m2,2 months ago,2,Parque Lefevre,NaN
7716,Hermoso Apartamento en Venta en Paitilla,700000.00,400 m2,2 months ago,4,Punta Paitilla,NaN
7717,FOR SALE OR RENT APARTMENT IN COSTA DEL ESTE,205000.00,205 m2,2 months ago,3,Costa del Este,NaN
7718,VENTA GANGA DE APARTAMENTO UBICADO EN HATO PINTADO,"110000.00
(Reduced 3%)",116 m2,2 months ago,3,Hato Pintado,NaN
7719,APARTMENT FOR SALE IN MARBELLA,340000.00,247 m2,2 months ago,2,Marbella,NaN
7720,VENTA APARTAMENTO,155000.00,84 m2,2 months ago,2,San Antonio,NaN
7721,VENTA DE APARTAMENTO EN PUNTA PAITILLA,"75000.00
(Reduced 4%)",290 m2,2 months ago,2,Punta Paitilla,NaN
7722,Apartment for sale in PH Grand Tower located in Punta Pacifica,247000.00,306 m2,2 months ago,3,Punta Pacífica,NaN
7723,Hermoso apartamento en venta en El Carmen,370000.00,94 m2,2 months ago,2,El Carmen,NaN
7724,Comodo apartamento en venta en Obarrio,225000.00,51 m2,2 months ago,1,Obarrio,NaN
7725,"Se vende apartamento en Costa del Este, Ph Breeze",250000.00,216.67 m2,2 months ago,3,Costa del Este,NaN
7726,VENTA DE APARTAMENTO EN PUNTA PACIFICA,522000.00,145 m2,2 months ago,3,Punta Pacífica,NaN
7727,Comodo apartamento en venta en Bella Vista,330000.00,37 m2,2 months ago,1,Bella Vista,NaN
7728,Espectacular apartamento en venta en Punta Pacifica,"280000.00
(Reduced 11%)",363 m2,2 months ago,4,Punta Pacífica,NaN
7729,"Se vende apartamento en Obarrio, Ph Diana Tower",240000.00,111 m2,2 months ago,2,Obarrio,NaN
7730,Vendo apartamento en Bethania - muy cerca al Metro de la 12 de Octubre,"93500.00
(Reduced 2%)",69.1 m2,2 months ago,3,El Ingenio,NaN
7731,PH JOY - SAN FRANCISCO -210M2,500000.00,210 m2,2 months ago,3,San Francisco,NaN
7732,"Se vende apartamento en Obarrio, Ph Denovo",200000.00,96 m2,2 months ago,1,Obarrio,NaN
7733,"Apartment for Sale in Parque del Este At Only US$75,000",180000.00,56 m2,2 months ago,2,Campo Limberg,NaN
7734,THE SANDS,1000000.00,76 m2,2 months ago,2,Avenida Balboa,NaN
